ldk;codigoperiodo;codigoine;dscautarquia;receitastotais;transferenciasorcamentoestado;financiamentouniaoeuropeia;impostosmunicipais;imi;imt;iuc;derramairc;taxasmultasoutrosimpostos;vendabensservicos;outrasreceitas
T3_1401;T3;1401;ABRANTES;17734393;8508429;563178;4991178.04;2995737.08;545606.76;573502.84;698338.48;177992.88;3031969.57;639638.39
T3_0101;T3;0101;ÁGUEDA;21061389.3;6578649.01;3491848.4;6903886.66;3764253.74;761821.34;859881.85;1142358.83;375570.9;2056934.1;2030071.13
T3_0901;T3;0901;AGUIAR DA BEIRA;5389211.72;3756204;181580.04;555294.93;383337.39;63208.41;79917.27;0;28831.86;763917.01;132215.74
T3_0701;T3;0701;ALANDROAL;6492797.48;4178954.43;406325.07;608153.14;425032.92;77384.77;68966.85;26319.1;10449.5;754638.83;544726.01
T3_0102;T3;0102;ALBERGARIA-A-VELHA;9817411.56;4333428;255038.07;3491973.78;1906425.74;391181.89;455258.14;558105.16;181002.85;1362034.56;374937.15
T3_0801;T3;0801;ALBUFEIRA;63349550.48;3977064;271072.44;39103765.84;20329349.34;15080670.19;1036216.73;869375.63;1788153.95;17795045.42;2202602.78
T3_1501;T3;1501;ALCÁCER DO SAL;12592947.96;7003116;827394.5;2696025.1;1059441.72;1167612.37;180574.2;739.85;287656.96;1781341.6;285070.76
T3_1402;T3;1402;ALCANENA;14816291.53;3594922.17;2237931.76;2402336.65;1492514.42;188401.43;239938.8;286829.48;194652.52;1300319.66;5280781.29
T3_1001;T3;1001;ALCOBAÇA;21361216.55;8203068;397453.36;9194087.26;5576729.38;1330844.83;1092709.53;640766.14;553037.38;3109111.54;457496.39
T3_1502;T3;1502;ALCOCHETE;10148482.21;2120078.51;4499.29;5575278.29;2545426.71;1049770.61;270715.47;577164.62;1132200.88;2227139.68;221486.44
T3_0802;T3;0802;ALCOUTIM;6042173.83;4399209;341548.42;278682.98;181218.67;39553.54;32650.69;0;25260.08;315414.93;707318.5
T3_1101;T3;1101;ALENQUER;17275890.34;4929786;52589.22;6581580.01;4284654.94;1036310.91;713873.2;96656.59;450084.37;2387439.46;3324495.65
T3_0401;T3;0401;ALFÂNDEGA DA FÉ;18588138.22;4097755.08;814608.54;843906.45;390599.26;58208.33;61744.83;40186.01;293168.02;460778.11;12371090.04
T3_1701;T3;1701;ALIJÓ;9847442.99;5005817.48;211633.16;1378440.93;957334.6;132797.96;157435.76;80546.13;50326.48;1288162.9;1963388.52
T3_0803;T3;0803;ALJEZUR;7291512.72;3286314;197256.89;2240475.85;1241467.39;770130.38;95808.23;0;133069.85;1421597.8;145868.18
T3_0201;T3;0201;ALJUSTREL;8076653.24;4203189;587985.21;2161041.22;532237.85;244807.6;150631.09;1155368.32;77996.36;835894.69;288543.12
T3_1503;T3;1503;ALMADA;54965295.51;12428055;317934.02;31541276.67;21049083.49;4424944.12;2679839.94;1538687.63;1848721.49;7190850.58;3487179.24
T3_0902;T3;0902;ALMEIDA;7777463.26;5445252;127419.3;1043469.51;555811.41;34518.63;93967.83;0;359171.64;1022281.5;139040.95
T3_1403;T3;1403;ALMEIRIM;10147500.47;4113621;13644.35;2652618.61;1845257.65;226611.28;342418.86;53458.72;184872.1;1565424.37;1802192.14
T3_0202;T3;0202;ALMODÔVAR;8396339.24;6042420.01;212110.37;720897.16;352173.57;84441.23;101007.16;26343.64;156931.56;824750.36;596161.34
T3_1404;T3;1404;ALPIARÇA;4539555.08;2359800;0;819248.46;526285.12;71093.65;114711.96;55299.39;51858.34;568305.14;792201.48
T3_1201;T3;1201;ALTER DO CHÃO;4691701.21;3006342;454572.07;314229.79;235940.62;0;41206.35;7876.09;29206.73;671639.74;244917.61
T3_1002;T3;1002;ALVAIÁZERE;7812664.33;3351249;2384600.47;939386.71;645786.6;112506.14;108765.07;0;72328.9;951248.9;186179.25
T3_0203;T3;0203;ALVITO;3257093.21;2355164.41;47530.15;258360.89;159474.47;58641.22;28345.11;0;11900.09;356966.34;239071.42
T3_1115;T3;1115;AMADORA;55021252.68;13725250;187036.03;25065768.41;16420916.24;2774309.04;2473801.24;1906785.72;1489956.17;7746192.03;8297006.21
T3_1301;T3;1301;AMARANTE;20961683.78;10792026;571771.9;4949677.98;2891803.84;577855.87;820413.71;0;659604.56;2808520.02;1839687.88
T3_0301;T3;0301;AMARES;8714557.83;4130802;464334.46;2036183.9;1229191.77;333878.34;319630.59;0;153483.2;1097696.19;985541.28
T3_0103;T3;0103;ANADIA;12677076.99;6204708;29166.31;3095494.72;2013720.49;361145.22;519540.11;105956.25;95132.65;3148026.03;199681.93
T3_4301;T3;4301;ANGRA DO HEROÍSMO;13828541.42;7305640.09;2229822.74;2895022.05;1811398.47;357254.33;398797.49;0;327571.76;558775.76;839280.78
T3_1003;T3;1003;ANSIÃO;7756592.94;3796606;279877.81;1986100.21;1056237.75;195289.1;191182.05;183503.7;359887.61;1372992.56;321016.36
T3_1601;T3;1601;ARCOS DE VALDEVEZ;17719172.14;8029251;2651893.01;2443922.77;1568700.32;288104.84;358226.99;0;228890.62;3197626.72;1396478.64
T3_0601;T3;0601;ARGANIL;8271608.52;4482504;166247.23;1688409.71;1019204.97;205202.67;166296.52;0;297705.55;1707856.63;226590.95
T3_1801;T3;1801;ARMAMAR;6815305.61;3878941.52;344141.99;852943.38;411387.3;111891.01;82563.74;82142.84;164958.49;749866.45;989412.27
T3_0104;T3;0104;AROUCA;11694227;5613200;2200554.9;1908174.04;1142750.92;208517.19;298116.79;176440.68;82348.46;1318067.04;654231.02
T3_0702;T3;0702;ARRAIOLOS;6484018.2;4609952.99;165335.39;768436.87;408958.81;176255.91;93817.79;54711.12;34693.24;803341.33;136951.62
T3_1202;T3;1202;ARRONCHES;4745614.96;2858517;918820.48;284262.18;147497.44;85929.62;41098.33;0;9736.79;352255.17;331760.13
T3_1102;T3;1102;ARRUDA DOS VINHOS;7043282.66;2587689;23747.2;1993633.72;1170101.87;196698;241930.82;218886.76;166016.27;1954213.39;483999.35
T3_0105;T3;0105;AVEIRO;39159764.48;6790644;1958264.99;19491309.68;11689067.37;2279898.06;1443437.49;2261216.53;1817690.23;6970538.27;3949007.54
T3_1203;T3;1203;AVIS;5887891;4002136;450366.15;374537.21;226841.52;56233.18;59302.9;25168.23;6991.38;732973.86;327877.78
T3_1103;T3;1103;AZAMBUJA;10664776.77;3796740;4228.22;4673181.65;2068634.58;731915.42;1375286.11;54148.37;443197.17;1151833.11;1038793.79
T3_1302;T3;1302;BAIÃO;9962158.61;5746086;297101.79;1426456.58;665914.06;175682.82;247329.3;0;337530.4;885634.47;1606879.77
T3_0302;T3;0302;BARCELOS;37062103.2;17880624;1406863.84;12698700.58;6697065.59;1603275.18;1786528.54;1378871.78;1232959.49;3715736.57;1360178.21
T3_0204;T3;0204;BARRANCOS;2859334;2348910;69987.03;123563.36;88538.45;5723.29;18842.56;0;10459.06;145256.44;171617.17
T3_1504;T3;1504;BARREIRO;28140928.84;7218167;329991.39;13431852.96;7434961.61;709019.62;1148216.59;38400.05;4101255.09;6569837.45;591080.04
T3_1004;T3;1004;BATALHA;7092452.97;2969055;34063.13;2782742.72;1341023.63;229357.66;338702.09;338855.17;534804.17;942708.83;363883.29
T3_0205;T3;0205;BEJA;16001012.67;7948098;246092.48;4381958.74;2614419.1;520162.28;566167.61;426370.67;254839.08;2952612.79;472250.66
T3_0501;T3;0501;BELMONTE;4475835.07;2846327;71335.41;499084.35;365047.6;31437.31;73316.51;0;29282.93;447174.16;611914.15
T3_1405;T3;1405;BENAVENTE;10964563.32;3264057;0;5174144.15;3252981.97;735475.36;489435.66;490424.11;205827.05;1594181.06;932181.11
T3_1005;T3;1005;BOMBARRAL;6515149.5;2689011;14931.95;2026919.1;1237868.59;291942.73;215250.51;27204.04;254653.23;1592399.7;191887.75
T3_0703;T3;0703;BORBA;5254002.05;2699253;11059.29;893060.56;542850.31;100506.53;97851.36;34789.67;117062.69;869230.96;781398.24
T3_1702;T3;1702;BOTICAS;7027196.51;4137767.76;573679.72;628127.59;382045.55;19511.49;81492.48;0;145078.07;1402332.47;285288.97
T3_0303;T3;0303;BRAGA;65781854.97;16171781.95;1970592.52;28804493.92;15326449.64;4696246.44;3318705.49;3613539.12;1849553.23;3550002.97;15284983.61
T3_0402;T3;0402;BRAGANÇA;23422931.83;10429164;1043509.32;5596428.74;3247465.12;459581.85;568957.89;0;1320423.88;5905399;448430.77
T3_0304;T3;0304;CABECEIRAS DE BASTO;9752980.74;5078007;526253.84;1724761.85;835620.68;185576.52;247231.35;55020.69;401312.61;1044243.69;1379714.36
T3_1104;T3;1104;CADAVAL;7246080.23;3512655;352299.46;1581957.77;1137711.47;142648.16;205762.01;0;95836.13;1468312.25;330855.75
T3_1006;T3;1006;CALDAS DA RAINHA;17402877.78;5084874;1902324.96;7947453.67;4791573.03;1448286.33;930749.89;152614.42;624230;1793169.26;675055.89
T3_3101;T3;3101;CALHETA (MADEIRA);7317122.83;4678884;175184.76;1470252.95;807134.83;324518.09;172199.59;0;166400.44;952933.13;39867.99
T3_4501;T3;4501;CALHETA (SÃO JORGE);4407960.17;2521098;1113267.93;460302.48;317448.2;66793.38;49485.33;8974.01;17601.56;283617.87;29673.89
T3_3102;T3;3102;CÂMARA DE LOBOS;8939034.24;5571702;437259.41;2411160.93;1629851.08;165872.71;368980.92;0;246456.22;354231.91;164679.99
T3_1602;T3;1602;CAMINHA;13164092.61;4375710;2264722.73;3345544.42;2117971.38;450360.51;309234.03;143200.26;324778.24;2597970.6;580144.86
T3_1204;T3;1204;CAMPO MAIOR;7138575.87;3232116;1459982.6;1163862;465873.44;136931.74;145390.96;129926.55;285739.31;793505.03;489110.24
T3_0602;T3;0602;CANTANHEDE;16083408.21;6839244;1668666.87;5780833.51;3705890.12;563347.33;611165.1;644646.12;255784.84;1379973.32;414690.51
T3_0403;T3;0403;CARRAZEDA DE ANSIÃES;6300949.64;4364478;743312.16;518700.23;341324.35;60120.18;79461.21;0;37794.49;418706.53;255752.72
T3_1802;T3;1802;CARREGAL DO SAL;5104538.23;2961666;460831.99;1125577.27;600432.59;83078.69;149721.37;0;292344.62;343249.38;213213.59
T3_1406;T3;1406;CARTAXO;17761855.83;3512185.54;233368.12;3323988.42;2200248.94;357600.1;400396.64;194262.77;171479.97;1404612.4;9287701.35
T3_1105;T3;1105;CASCAIS;107729372.1;10319368;333387.79;87799082.88;34655876.77;30980786.01;4594227.64;1300991.61;16267200.85;4982288.78;4295244.64
T3_1007;T3;1007;CASTANHEIRA DE PÊRA;3442283.76;2244231;9192.88;540197.68;316368.78;33501.52;38501.93;11494.55;140330.9;597937.26;50724.94
T3_0502;T3;0502;CASTELO BRANCO;24409375.26;11845803;774395.52;6950901.83;4686941.71;1011426.88;879642.63;0;372890.61;3026685.34;1811589.57
T3_0106;T3;0106;CASTELO DE PAIVA;6813748.55;4183380;182480.18;1068918.9;612794.54;121578.45;216256.93;0;118288.98;875390.72;503578.75
T3_1205;T3;1205;CASTELO DE VIDE;4264699.47;2873385;136354.98;391301.05;262157.15;36878.35;48394.21;8103.35;35767.99;558683.48;304974.96
T3_1803;T3;1803;CASTRO DAIRE;10179642.81;6024978;31106.04;1529237.84;1044314.14;59027.12;223591.15;0;202305.43;1411485.24;1182835.69
T3_0804;T3;0804;CASTRO MARIM;8208596.94;2411991.91;839973.83;2948358.03;2008086.98;726037.42;106775.26;0;107458.37;1909618.02;98655.15
T3_0206;T3;0206;CASTRO VERDE;7392586.33;4173516;697878.6;1324469.93;424147.29;85335.36;117712.39;617042.29;80232.6;981173.24;215548.56
T3_0903;T3;0903;CELORICO DA BEIRA;6600613.8;4114386;125312.87;1352629.17;722830.99;74927.48;112195.46;104320.96;338354.28;429102.87;579182.89
T3_0305;T3;0305;CELORICO DE BASTO;11823178.1;5615532;2431939.21;1600683.84;968401.64;188076.13;270004.75;0;174201.32;1522710.5;652312.55
T3_1407;T3;1407;CHAMUSCA;7215636.52;5185611;0;993973.64;584771.33;106374.19;125137.02;112680.38;65010.72;539232.39;496819.49
T3_1703;T3;1703;CHAVES;26297374.93;9996030;2617548.56;4953035.45;3176273.51;679836.5;685943.93;8533.73;402447.78;6386854.65;2343906.27
T3_1804;T3;1804;CINFÃES;11456585.83;5950111.31;1419954.97;1265116.41;775111.75;118841.16;234970.61;0;136192.89;242782.3;2578620.84
T3_0603;T3;0603;COIMBRA;55066735.02;12749589;1973170.66;32720975.87;18651957.96;4613347.27;2689213.69;910563.17;5855893.78;5002207.56;2620791.93
T3_0604;T3;0604;CONDEIXA-A-NOVA;8532577.07;3113712;498710.54;1801197.61;1083325.52;284204.61;265855.45;0;167812.03;2534392.09;584564.83
T3_1408;T3;1408;CONSTÂNCIA;3870033.51;2416104;192986.31;435663.91;279978.1;44426.13;63560.29;5465.9;42233.49;634432.34;190846.95
T3_1409;T3;1409;CORUCHE;12771276.71;7526961;524273.09;2261827.22;1223952.7;362316.76;264557.24;229046.53;181953.99;1406715.82;1051499.58
T3_4901;T3;4901;CORVO;1456715.02;1109484;61979.96;22474.24;14867.88;102.5;6361.16;0;1142.7;10810.55;251966.27
T3_0503;T3;0503;COVILHÃ;20119406.5;9372722.88;800281.15;6271509.86;3886093.67;614452.43;728734.05;384013.36;658216.35;2289128.22;1385764.39
T3_1206;T3;1206;CRATO;5513434.14;3609620.8;211990.44;312126.85;243917;7360.94;44803.81;0;16045.1;979377.72;400318.33
T3_0207;T3;0207;CUBA;3785433.97;2344122;100896.69;465079.3;211508.45;64316.27;56731;28136.63;104386.95;499491.12;375844.86
T3_1207;T3;1207;ELVAS;16205581.3;5957163;3757791.22;2714128.33;1745965.66;481298.35;329555;60893.95;96415.37;1628763.57;2147735.18
T3_1410;T3;1410;ENTRONCAMENTO;10863263.58;2437776;1864207.4;2793056.61;1824068.5;200746.62;326376.97;101524.69;340339.83;2189040.01;1579183.56
T3_0107;T3;0107;ESPINHO;22763433.03;4249107.24;3352068.73;6688994.67;3301273.36;433004.94;501725.51;200647.34;2252343.52;3682283.36;4790979.03
T3_0306;T3;0306;ESPOSENDE;14195530.18;4885425;1753779.47;5385089.22;3283646.42;977757.93;623985.35;0;499699.52;1440920.52;730315.97
T3_0108;T3;0108;ESTARREJA;11736196.43;5174856;478034.93;3792583.03;1842863.65;146713.17;436195.29;588719.77;778091.15;1322982.21;967740.26
T3_0704;T3;0704;ESTREMOZ;10593010.74;5218848;1755404.3;1561684.63;851709.88;210496.79;198058.89;73382.9;228036.17;1592947.93;464125.88
T3_0705;T3;0705;ÉVORA;29337021.2;10170036.02;984429.82;10889534.39;4931069.36;1503159.89;923898.49;678372.3;2853034.35;4562631.8;2730389.17
T3_0307;T3;0307;FAFE;23689713.18;9192213;2025899.61;5584605.55;3162330.6;712100.01;820431.48;522207.9;367535.56;4041404.87;2845590.15
T3_0805;T3;0805;FARO;26571638.81;5210597;382009.89;15325588.22;9360716.57;2489822.34;1610089.74;1031422.39;833537.18;2893261.44;2760182.26
T3_1303;T3;1303;FELGUEIRAS;23750284.43;8225433;895651.73;6589028.26;2920311.2;900202.67;977793.09;1243277.34;547443.96;4922481.57;3117689.87
T3_0208;T3;0208;FERREIRA DO ALENTEJO;7301612.99;4750497;76951.96;1138907.16;506480.77;205076.66;117864.15;132048.77;177436.81;856459.15;478797.72
T3_1411;T3;1411;FERREIRA DO ZÊZERE;6109559.44;3526380;66197.45;1174041.4;796151.43;87000.93;121601.18;0;169287.86;1102426.54;240514.05
T3_0605;T3;0605;FIGUEIRA DA FOZ;31485805.46;7253892;1515491.02;13244789.23;8605569.95;1115369.29;1090735.15;1580870.3;852244.54;3634606.64;5837026.57
T3_0904;T3;0904;FIGUEIRA DE CASTELO RODRIGO;6705027.09;4886334;143829.42;558683.46;329116.13;72126.99;77000.28;64998.38;15441.68;915627.57;200552.64
T3_1008;T3;1008;FIGUEIRÓ DOS VINHOS;5483364.15;3306371;448429.51;817553.06;528596.21;56463.63;91299.3;0;141193.92;735131.98;175878.6
T3_0905;T3;0905;FORNOS DE ALGODRES;4255023.31;3041343;40772.6;664827.5;416528.24;82849.99;68902.41;19398.36;77148.5;399418.14;108662.07
T3_0404;T3;0404;FREIXO DE ESPADA À CINTA;5642817.45;3641405.01;699923.66;422369.42;300170.07;35879.81;0;17239.7;69079.84;363900.87;515218.49
T3_1208;T3;1208;FRONTEIRA;3528705.98;2489841;58926.89;302262.69;191844.37;34959.07;40976.72;8289.75;26192.78;448226.73;229448.67
T3_3103;T3;3103;FUNCHAL;50037926.81;10435806;12376.35;23458291.51;12327634.28;4666447.37;2051758.59;244038.78;4168412.49;15485055.53;646397.42
T3_0504;T3;0504;FUNDÃO;18282855.03;8077626;1529570.9;3937687.72;2702414.89;430818.15;420579.22;14455.03;369420.43;3951393.21;786577.2
T3_1209;T3;1209;GAVIÃO;4479257.44;2891986.6;74562.44;401031.51;248523.29;38643.93;45459.78;0;68404.51;589963.73;521713.16
T3_0606;T3;0606;GÓIS;5169273.79;3301695;124273.43;667037.15;358165.19;58194.37;55447.02;0;195230.57;580908.83;495359.38
T3_1412;T3;1412;GOLEGÃ;4730797.2;2267712;185837.43;907357.21;419421.2;97803.72;88642.3;31533.19;269956.8;528033.67;841856.89
T3_1304;T3;1304;GONDOMAR;47228158.34;13512582.02;2331154.21;16739895.83;10171812.04;1622144.55;2395080.12;1388497.46;1162361.66;8244432.4;6400093.88
T3_0906;T3;0906;GOUVEIA;8443579.55;5066775;390937.37;1412146.3;1060134.04;70053.53;197996.94;36888.17;47073.62;1315271.44;258449.44
T3_1505;T3;1505;GRÂNDOLA;13170995.83;4846293;102970.51;5627711.15;2072416.45;2630230.73;212746.53;46952.24;665365.2;1723644.8;870376.37
T3_0907;T3;0907;GUARDA;30178362.31;9984951;1367986.81;6433280.02;4927319.5;420554.48;725017.56;138850.81;221537.67;3543196.58;8848947.9
T3_0308;T3;0308;GUIMARÃES;59454694.18;18405468;3128161.54;23308134.65;13043384.02;2832035.08;2652656.62;2724288.21;2055770.72;7856000.55;6756929.44
T3_4701;T3;4701;HORTA;8116679.61;4108379;1172358.65;1697471.95;951308.52;136790.62;235050.67;175599.96;198722.18;1083973.14;54496.87
T3_0505;T3;0505;IDANHA-A-NOVA;12688167.65;8395774;765624.26;1193870.88;915560.6;121470.53;101616.99;0;55222.76;1522558.22;810340.29
T3_0110;T3;0110;ÍLHAVO;17645138.99;4162230;2364477.93;7625455.12;5210295.37;756595.15;704905.22;579448.61;374210.77;2640297.34;852678.6
T3_0806;T3;0806;LAGOA (ALGARVE);22804679.18;2497155.5;87918.07;12490604.52;6493783.64;4985659.87;531303.78;0;479857.23;7323305.06;405696.03
T3_4201;T3;4201;LAGOA (SÃO MIGUEL);7377742.63;3448827;58702.79;1322912.66;902387.14;119156;158917.3;43220.92;99231.3;1857231.88;690068.3
T3_0807;T3;0807;LAGOS;33025328.16;2548409;1380436.19;18511882.78;9339580.83;5979977.99;634088.73;265456.51;2292778.72;8547206.06;2037394.13
T3_4801;T3;4801;LAJES DAS FLORES;2199458.27;1972350;0;135393.66;84373.13;25358.58;24640.19;0;1021.76;32713.76;59000.85
T3_4601;T3;4601;LAJES DO PICO;4082174.59;2883762;15254.9;382579.74;280662.05;34354.87;56701.8;0;10861.02;577642.09;222935.86
T3_1805;T3;1805;LAMEGO;21622100.45;6157404;5165397.09;3951564.98;2109987.74;768379.35;379593.73;160134.35;533469.81;3786134.09;2561600.29
T3_1009;T3;1009;LEIRIA;47702005.73;13124655;2763868.6;23790751.25;13708706.89;3062281.28;2568340.05;2860578.71;1590844.32;6273752.08;1748978.8
T3_1106;T3;1106;LISBOA;438956578.4;29774808;149071.1;245428652.1;77967118.54;124995035.9;12975152.13;5983682.7;23507662.92;112213135.7;51390911.5
T3_0808;T3;0808;LOULÉ;76697950.13;6336171;5902343.53;50529506.46;23893445.01;19255414.47;1723522.07;1208005;4449119.91;9379010.88;4550918.26
T3_1107;T3;1107;LOURES;76542067.59;15252984;70056.39;35286197.04;19817021.98;5801454.68;4033517.59;2386304.72;3247898.07;5026529.81;20906300.35
T3_1108;T3;1108;LOURINHÃ;17018573.07;3633552;2922696.33;4520258.67;2773229.3;810256.51;484414.36;180677.08;271681.42;4095867.23;1846198.84
T3_0607;T3;0607;LOUSÃ;9676306.84;3352977;559407.52;2939924.59;1495853.8;320559.37;270911.53;254766;597833.89;2083639.91;740357.82
T3_1305;T3;1305;LOUSADA;25258173.14;6996132;7394272.07;4389627.78;2060197.23;507542.18;723081.66;0;1098806.71;3096318.23;3381823.06
T3_1413;T3;1413;MAÇÃO;6837472.67;4662675;55488.17;663542.19;485367.81;68951.79;89268.85;0;19953.74;1276049.06;179718.25
T3_0405;T3;0405;MACEDO DE CAVALEIROS;11557148.83;7320042;0;2196992.03;1109743.47;158785.12;203265.96;19041.81;706155.67;1663101.28;377013.52
T3_3104;T3;3104;MACHICO;7144183.96;4455045;267300.45;1675288.66;1264516.31;0;296793.37;0;113978.98;366414.03;380135.82
T3_4602;T3;4602;MADALENA;5474777.28;3072330;663947.74;628136.39;408013.27;86429.23;87169.99;0;46523.9;494042.95;616320.2
T3_1109;T3;1109;MAFRA;40766232.03;5249853;291989.35;21359593.08;12887798.2;2455793.34;1500857.12;799738.9;3715405.52;6926328.35;6938468.25
T3_1306;T3;1306;MAIA;58076342.6;9041544;5068801.22;27873029.55;14294612.19;3655201.65;2413526.46;5489342.19;2020347.06;4780868.75;11312099.08
T3_1806;T3;1806;MANGUALDE;11076357.17;5217957;106044.38;3068686.45;1652320.43;203561.86;312007.88;207072.64;693723.64;1865977.38;817691.96
T3_0908;T3;0908;MANTEIGAS;4131414.25;2698362;174228.86;333986.04;224531.11;27962.61;44750.31;0;36742.01;776631.19;148206.16
T3_1307;T3;1307;MARCO DE CANAVESES;20329892.85;9845226;947040.61;5396355.62;3391606.87;598612.63;895181.55;261312.58;249641.99;1955413.83;2185856.79
T3_1010;T3;1010;MARINHA GRANDE;15956110.85;4463190;64989.43;6527555.18;3047235.27;719118.54;753986.56;1627105.66;380109.15;4637492.43;262883.81
T3_1210;T3;1210;MARVÃO;3607109.96;2562741;59000.28;350640.88;231777.98;58678.4;48278.91;3588.61;8316.98;536549.41;98178.39
T3_1308;T3;1308;MATOSINHOS;74010683.79;12180987;4151084.86;39797618.87;19871583.09;4427051.8;2914646.54;4392664.27;8191673.17;8035327.17;9845665.89
T3_0111;T3;0111;MEALHADA;11214079.15;3590289;1738064.37;2535460.46;1500818.19;411112.02;358253.15;26396.64;238880.46;2068674.73;1281590.59
T3_0909;T3;0909;MÊDA;5593284.24;3837153.93;0;726397.24;464670.79;59675.03;65959.8;0;136091.62;503340.51;526392.56
T3_1603;T3;1603;MELGAÇO;8784604.89;4663419.51;635747.1;1137864.18;830840.26;50032.19;157866.61;0;99125.12;1720902.4;626671.7
T3_0209;T3;0209;MÉRTOLA;10537294.97;7743807;666038.62;667824.05;405918.61;69637.62;84657.05;0;107610.77;946250.41;513374.89
T3_1704;T3;1704;MESÃO FRIO;4049366.23;2316159;361191.06;386044.18;217629.5;27371.11;52212.96;0;88830.61;581930.37;404041.62
T3_0608;T3;0608;MIRA;7596955.13;3198879;202915.72;2025687.53;1143189.23;209450.11;200114.4;0;472933.79;1500279.83;669193.05
T3_0609;T3;0609;MIRANDA DO CORVO;6628692.01;3131748;231791.03;1352302.12;644226.17;198447.46;190945.53;70342.49;248340.47;1392945.68;519905.18
T3_0406;T3;0406;MIRANDA DO DOURO;7829260.81;4979196;518611.49;766750.05;539247.36;49889.61;112322.53;0;65290.55;1383379.53;181323.74
T3_0407;T3;0407;MIRANDELA;20254762.21;7735013.22;2983341.62;2838535.09;1989510.11;268900.48;322147.62;0;257976.88;3362680.69;3335191.59
T3_0408;T3;0408;MOGADOURO;9947530.29;6512616;805965.8;905794.92;583366.57;68012.4;118722.87;0;135693.08;1178903.06;544250.51
T3_1807;T3;1807;MOIMENTA DA BEIRA;9207912.65;4418538;1845249.09;1327997.3;898708.5;122551.51;154673.99;51594.98;100468.32;1007254.88;608873.38
